topic_index,pop_idx,tokens
0,0.0039547578271372456,scientist research studi cell gene use human genet scientif experi test dna
1,0.0030536588294908336,maxim sprint glenn million job verif hubbard nec romney protect creat campaign
2,0.012587504025851294,polic offic man cop uniform depart ask forc set told friend anoth
3,0.0015168621430389287,ren poland polish warsaw razor skycom factori gillett govern million author countri
4,0.0038348422037059356,qi autonom bella blackberri heng say orphan work cnr help run moguji
5,0.007459433865693145,confer forum attend deleg particip nation unit speech gather meet world organ
6,0.006247001492904392,car driver truck road traffic vehicl drive highway beij citi plate transport
7,0.007471770292801242,north korea korean south seoul pyongyang offici talk beij kim nuclear state
8,0.0023156195093552994,porcelain black glaze bicycl sword blue like cyclist connoisseur pedal floral tang
9,0.014001946278147706,republican democrat presidenti candid campaign romney presid obama polit polici debat senat
10,0.001289519660164657,corp volunt peac parol castl medic pollard sergeant jailer agenc john physic
11,0.00753541796368322,profit compani earn share revenu quarter billion cent rose report analyst expect
12,0.0037115978202131705,wenzhou xiamen citi busi mihalca peopl kamski hogg resid like merril entrepreneur
13,0.006552203812216353,counti jersey murray univers say state area use compani auburn colleg job
14,0.0032213924137124927,guangdong guangzhou southern provinc citi dongguan offici provinci southeastern govern mani econom
15,0.001502003467967026,sheng ticket clp saito ozawa cartier apac barker richemont pocket wristwatch time
16,0.009486781277285711,shirk say make tile play home set melissa game mahjong susan differ
17,0.014839561115637109,peopl kill storm flood offici sunday news report agenc citi monday typhoon
18,0.005153225272823193,fell drop index stock europ slid shed declin market bnp worri bank
19,0.005993708259335342,birth child polici famili women children coupl babi popul girl plan mani
20,0.004952055249450602,choi organ consum import feed product like produc niec food suppli say
21,0.0015935303168670351,houston miami mummi mair archaeologist paramount tarim baron corps whitney basin beauti
22,0.0006633222412780695,cave desert cliff dunhuang gobi sand mural getti gansu warner buddha carv
23,0.00018340168825068333,tribe drywal penn rug ivan delicaci geoduck shellfish clam stone rosetta homeown
24,0.009340874521441913,hong kong democraci beij freedom peopl democrat protest support govern right state
25,0.0011158399954012607,ken forb column record fear fisher guin heinz richest view author isaacson
26,0.008189124299619785,fabric garment cloth shirt say ching sew pant apparel make manufactur yarn
27,0.003868748292633234,microsoft compani softwar window million product comput maker lcd american sinovel technolog
28,0.0009063222571795676,curri chou prefectur cancel yushu inund kean frog billboard offici jiegu district
29,0.05567477571471488,china year chines growth economi new econom invest slow like mani economist
30,0.012653679311714728,european europ eu germani german union franc commiss brussel countri euro minist
31,0.003916412176653667,nation worker mani job number work huizhou report accord phuket million striker
32,0.008155251732695256,chopstick say carpent ad market american busi angolan day mani luanda street
33,0.004495375657913207,wang yi turtl say like ash use make small start known earli
34,0.003312666302967921,san francisco cruis includ fare air pool servic island enter diego outdoor
35,0.0076019430893952905,fee million price nestl offer manag underwrit share began sa billion secur
36,0.19366944849641599,trade export billion deficit import surplu growth month economist increas year rose
37,0.002729513069301218,panda anim zoo wild giant breed conserv speci natur wildlif captiv bear
38,0.005926175405517009,architect build architectur design project firm work say stadium scooter offic allison
39,0.0060153645230098755,tea cup yak sip leav like drink green tast butter teahous use
40,0.001786726465794531,turkey turkish erdogan istanbul tayyip recep lira ankara hartford prime connecticut fairfield
41,0.008605557124998943,oil opec said yuko barrel day offici price iea million oao world
42,0.0007307508291753629,taylor fisher cannon plume accord sectf unus rosenstein benefit anthoni ruggiero trident
43,0.006525002648401653,ice snow cream melt winter cold frozen temperatur make american freez flavor
44,0.003751404633524511,glaxo attack stab knife wei glaxosmithklin man doctor school gsk children mental
45,0.003731928721650419,puppet violenc veil domest women bryant husband say sunglass beat american mistress
46,0.0013116379741664602,christma holiday parker tree decor rock simpson light lushan eli michael busiest
47,0.001723322085353807,yum kfc pizza bell hut brand restaur chain taco ricardo nation use
48,0.00288455796089115,lee stearn zoomlion sani bass terex solomon caution say bear date firm
49,0.0015816577101301639,yun liabl compani larsen cylind rosneft classif industri renren emi report adjourn
50,0.0032152479269908075,paint art work artist landscap imag tradit painter scroll color calligraphi depict
51,0.0654782589352991,stock market index investor share trade china hong year shanghai fund manag
52,0.0007419823434030852,bradi jim rep thief distil yardley peso small break wellington reev craft
53,0.0012753064544448794,tang zou ru dodd imperson mpaa accord group 27th time end licens
54,0.0005556933192883969,kentucki yee kati gent bevin board iron seymour intern bumi derbi governor
55,0.010331506094114214,death execut peopl sentenc crime offici public punish penalti govern report case
56,0.004810286593084249,zhou parti offici corrupt investig power commiss communist anticorrupt senior polit disciplin
57,0.005521005467465256,bank loan govern debt borrow local credit financ financi beij compani say
58,0.003947316839065531,meng arrest canadian huawei extradit canada detain vancouv state charg unit case
59,0.01391130424601036,job hire say recruit manag compani busi work colleg graduat employ mani
60,0.003316442593468029,nut pecan frank welder make construct mockeri walnut intern believ market shell
61,0.04221953955329106,taiwan diplomat beij relat tie tsai econom countri trade govern recogn foreign
62,0.0033014901595303284,dunlop tongu region cure shave talk ferment cross onion fuchsia ox make
63,0.0050506637880532715,hospit patient doctor surgeri nurs use perform say procedur treatment mani blood
64,0.0008774058951152865,mideast cleans drip unesco dye reserv requir nye toughest reflex misconcept stop
65,0.0012839833600814892,unrealist pessimist yield pessim repo collater capit rate graviti market invert amcham
66,0.00328013834802163,drug fentanyl traffick heroin opioid addict pill use enforc illicit overdos death
67,0.008505834608371841,ju blossom shanahan father say jorg like ok brother peopl want skit
68,0.007758161846502391,social post onlin facebook media user weibo twitter messag websit comment microblog
69,0.002161829418801243,imax compani avatar theater plan prefer gelfond morgenthau bian screen technolog work
70,0.003997241863571393,lane area way tsvangirai california nation million countri harvey help hewlett make
71,0.0008650396183838627,malaysia malaysian search kuala lumpur plane flight airlin offici ocean radar area
72,0.00033329927132654024,hammer marx lenin barefoot bolshevik occident ramo sectwk sluic orwel qiqihar zhe
73,0.002713976793021798,qualcomm chip broadcom nxp antitrust mollenkopf san asteroid approv deal place regul
74,9.396416273383502e-05,mcmahon dinni novarti bayer efsf nielsen eliot monsanto chemchina cello chemic david
75,0.0031244172900607905,adam shu goodman kaplan pritzker concept sellar ghetto jindong vienna build spider
76,0.037169639402767525,india indian delhi countri modi minist prime singh say trade world grow
77,0.0015112113049870098,harri hungari republ czech potter regul poland eastern foreign slovakia accord rule
78,0.006840434029417176,compani tech internet googl data technolog servic user busi use baidu market
79,0.0014085376260515145,pepsico film star hanergi seri stori kate thriller murder includ nuditi world
80,0.0038596964606056935,noodl cook veget sauc garlic rice oil pepper chili dri like use
81,0.005517978621284109,firm audit account compani sec auditor oversight regul deloitt board affili work
82,0.0030334454556938716,divorc hessler marriag bennett peopl peter valentin coupl marri raven countri spring
83,0.0032808569736802002,church christian religi religion govern worship faith pastor group member protest congreg
84,0.04181876940068135,iceland cafta say countri standard trade salvador domino export hormon leo govern
85,0.003675595892494733,treati convent race arm magnet control deploy warhead arsen field cold limit
86,0.016595661127995535,compani billion invest stake deal investor million ipo offer group market firm
87,0.002112135994219714,bower minist power balkan ernest busi govern parti dongbei issu privat offici
88,0.0060515264540087575,design fashion brand creativ style york creat luxuri like pari magazin london
89,0.00032336873258033384,qiu yard qinghai whale mammal tak seaworld xine jumbo sewer foreign yoshio
90,0.004815310766100234,cigarett smoke tobacco philip health smoker compani ban world american million marlboro
91,0.008098656746658384,stori novel charact life love play book tale live fiction work young
92,0.011758540995462268,program million popul nation agenc abort fund plan unit support famili censu
93,0.006797418666280193,war medicar indefinit state hurd unit say nation american thucydid cold lavin
94,0.010051175420136957,countri minist economi berlusconi like good say polici fink econom critic need
95,0.029205324160866807,watch swiss hamburg luxuri switzerland watchmak skin say franc dial busi lauder
96,0.007946669234782927,project infrastructur road billion invest beij countri build econom belt plan develop
97,0.0016583042401140506,uncl sam bear zhi stroke unexplain hick sent bile liangjiah use fuzzi
98,0.004603411166311272,evan horowitz illumin dig inform market say massachusett outlier reach happen govern
99,0.003048675160501821,chrysler fiat jeep detroit sohu hayashi yuka ad american neteas compani portal
100,0.0007095277855234304,macquari palin sarah pierc hyundai develop sahara talisman babcock billion qiaowai boten
101,0.0011736495098407722,cancer liver hepat lung diseas treatment vogel medic carrot therapi treat develop
102,0.011283030418983254,elect parti polit vote democrat candid govern democraci voter legisl beij seat
103,0.2723282900451215,tariff trade trump billion good import war impos administr beij presid retali
104,0.0037712437734421307,myanmar burma govern militari countri burmes suu kyi aung san ethnic junta
105,0.011765336733094333,engin contract compani sell sale technolog deal billion industri helicopt buy sign
106,0.005540729431704916,ben bernank reserv chairman fed feder sdr global dollar market say setser
107,0.04282267531833939,paulson henri econom secretari treasuri talk beij market trade make american open
108,0.00941552259307692,percent survey american poll respond public unit say view conduct percentag state
109,0.001373404724317994,miller john scot funni columnist caller portend econom lehigh problem scari unlik
110,0.010868639854633764,drug pharmaceut compani approv say medicin patient market pfizer treat gener clinic
111,0.008312100098763596,auction sale sold million collector art christi sothebi sell market price collect
112,0.0036518905737907563,rescu captain ship survivor ferri boat passeng crew yap star peopl disast
113,0.004936069978697183,univers professor research institut scienc studi academ scholar center school academi work
114,0.001534559545086456,zeng rebellion platt taip heavenli minist zong countri british stephen wahaha nation
115,0.003321427234314296,avon ebay compani whitman execut chief say busi xerox jung pearson merril
116,0.008708640085596716,han fair basel art ningxia say ark galleri event noah exhibit director
117,0.0026355916084882408,citic princ frontier mcc sino compani project pacif congo secur phelp like
118,0.008001091570432405,imf financ minist fund countri offici monetari nation meet intern lagard brazil
119,0.0009302016521558427,emperor imperi qing dynasti palac min forbidden empress manchu qianlong ruler rule
120,0.009922559572804834,market financi mani economi econom global polici peopl presid got investor invest
121,0.06079345670428615,macron trump leader presid franc emmanuel french trade summit world meet unit
122,0.0033239835634225868,plane air pilot jet fli aircraft flight fighter forc land flew aviat
123,0.008040735143526928,internet domain govern countri control global cadmium icann address includ intern soil
124,0.0021681097028856872,lantern sculptur park light head ling includ countdown peopl antelop heaven live
125,0.24520882643943112,trade american econom trump tariff countri global world polici america free good
126,0.004794133773291727,expo pavilion newman barnett lian world british million fair elliot nation peopl
127,0.03899312170029731,tiger bone horn rhino govern trade conservationist demand anim world intern medicin
128,0.002375566692769002,mcdonald librari rosen old pamela shapiro restaur werner french kiss outlet american
129,0.00020871983002414328,tomb xian ancient excav buri qin discov discoveri archaeolog silk site burial
130,0.025251932206055604,stern isaac reprimand cabbi corker hall say gunpowd citi covec charleston trade
131,0.0053825048607795325,soviet union moscow relat western diplomat visit offici unit state american talk
132,0.010046117394028583,sri lanka presid countri lankan nation minist govern port colombo tamil bali
133,0.0028523493864517826,cai humphrey glaxo memo reilli coupl background state limit pay lexington time
134,0.042258670679926974,whirlpool applianc bead wind trade compani gamesa govern market turbin yam local
135,0.00486104912341314,malaysian malaysia mahathir najib low say prime ringgit minist 1mdb anwar mohamad
136,0.0063203433454530914,currenc dollar bank central rate reserv market weaken yuan devalu countri renminbi
137,0.003652013150165436,debt euro crisi europ european bailout spain govern financi greec zone billion
138,0.16947191762968516,trade import duti case tariff commerc impos export rule product industri complaint
139,0.0004982543900412267,sum dim cake richmond seafood dessert bakeri dumpl wrapper booth coconut sticki
140,0.0033299038755795233,hunan changsha xiong unpaid reit owe pay daca come fanfan day piper
141,0.0006745625896150526,gan linkedin palmer crocodil intern lacost miliband john wand anglican ballmer okuno
142,0.007036051237072006,su morri ink bryan help chang pillsburi associ peopl benevol commun say
143,0.007610793223838031,nepal nepales maoist katmandu mani like polit king countri kathmandu peopl nepali
144,0.0062499431416874135,militari armi ski western analyst civilian arm diplomat figur make commerci busi
145,0.011605434190195982,report news kill offici die peopl provinc injur accord death hospit agenc
146,0.006196683363579872,motorcycl like cadillac buick famili say hongh mani car countri hannah whitehead
147,0.06201068393892588,currenc manipul treasuri trade senat administr yuan schumer beij snow report congress
148,0.0020537926137302953,cook tim potash cpi price bureau jone consum subindex journal dow reprint
149,0.007776034498519684,communist power parti polit leader regim rule peopl like decad countri gener
150,0.0029049797051114387,sen interim nation faction hun govern unit princ maid peac sihanouk khmer
151,0.0030789593600051403,lock honda juic transmiss bonus fruit foshan zhongshan walkout level drink recruit
152,0.013155646878207031,climat chang pari global warm agreement temperatur countri presid action polici world
153,0.0003924859520695052,thompson kai utah cowboy dempsey sectsr hitler toko sekiguchi empathi adolf touch
154,0.004818823831095299,brother van dutch lehman freez netherland amsterdam jan rand chapter point vogu
155,0.004033191955011728,tunnel dominican haiti republ want splendid rate ku karber street book best
156,0.0005418135654170335,franchis dunkin bray doughnut hiawatha h1n1 bona fide chain coffe franchise donut
157,0.00653496131040965,digit rogoff govern cryptocurr use like dalton price global money kenneth perhap
158,0.009955009366431096,say ghani larung gar like bhutto food help resid work ashraf american
159,0.006722821625282411,mold seattl tool murong cnex make say compani tsipra syriza sato industri
160,0.0030219799946683617,lobster uber didi main price chux pound kuaidi market live compani browser
161,0.004560387584563489,lg compani work cost hongqiao galileo plan regiment servic market set sinc
162,0.0028153405961056826,dong duck tam shang onion rub hisens kou like kunlun skin bird
163,0.07944537928828216,minnesota minneapoli export trade twin product state million percent busi compani polari
164,0.0010777941349434763,orient weinstein et blindli drama soap xiaolu rato salad american dagger cmc
165,0.0065262531991998165,xinhua news media loretta accord financ world plaintiff nie govern million patriarch
166,0.004856525887326554,ho superior tennesse say alexandra berger sjm packer pansi roland 4th compani
167,0.004202562770914839,ai weiwei artist dissid polit beij critic design day twitter use poet
168,0.005129921315572466,wine bottl drink french say bordeaux import wineri produc vineyard tast winemak
169,0.00439994372705189,cultur tradit moral confucian confuciu idea peopl modern philosophi philosoph communist ancient
170,0.004385446115406634,lo angel york brooklyn california manhattan famili nai billi street citi sunset
171,0.0043328927678366255,compani buyback citibank vodafon invest hodgson market investor mcbride unsolicit share deal
172,0.0015936733526001115,gray town charli state offic bridgewat sheriff resid citi gunman commun feder
173,0.008438735234405852,rural citi urban land migrant live million peopl farmer govern villag mani
174,0.132175913413555,round countri trade develop doha talk subsidi minist cameron world deal agricultur
175,0.002276982768158103,smith byd buffett mccarthi berkshir hathaway kahn herbalif compani pegatron california ackman
176,0.0017984634502139502,airlin carrier air airway flight aviat travel fli passeng plan oper intern
177,0.019716061449040555,hu jintao presid visit leader beij meet parti state trip jiang head
178,0.004591113530131486,bird flu viru health outbreak diseas sar case infect offici spread peopl
179,0.005076527951038974,shanghai citi build center open bund pudong eclips old district world includ
180,0.11503567470440741,talk negoti trade offici beij meet trump deal presid tariff week washington
181,0.009933716936948458,famili parent children mother daughter father son girl american child home say
182,0.012675081625956982,iran iranian sanction nuclear tehran oil deal countri intern offici european pressur
183,0.27465686714976234,agreement trade deal pact negoti tpp sign partnership countri econom bilater includ
184,0.00366564669000911,chongq bo parti polit chief heywood wang offici consul politburo british leadership
185,0.08724042817582167,wood bretton trade chong bank stock world britain block intern financi declin
186,0.0030410335358616114,tibetan tibet lhasa monk protest govern dalai lama region olymp exil peopl
187,0.004791474116821802,yahoo tandem doll airbnb tao loeb local tseng peopl stake like say
188,0.0010701433101931181,hong kong mainland citi shop station kowloon lam district harbor road victoria
189,0.0053701527540134615,plant power nuclear build facil plan reactor construct electr oper capac project
190,0.005174368552878308,qian htc say citigroup branch ge taikang offer beg consum junya eastern
191,0.008899146075558025,price cost higher rise increas inflat consum rais product demand rate economist
192,0.0039012948954773026,danc perform dancer ballet compani center choreograph joy mason present georg program
193,0.0083857243360539,offici foreign report beij ministri govern news embassi inform state diplomat spokesman
194,0.00018603874331116557,myth quan vanc commonwealth eaton knot pak ouyang salzman sync lindsay calmer
195,0.0017503477548638342,le pen polo nation globalist tribal nationalist marco mozambiqu pacifi western habitu
196,0.025881320497943557,compani strawberri manchuria countri dampen dia frost trade yeh good servic conscienti
197,0.002302208775323044,sanchez product jabil recaptur presid costco maxsa electron plant west omar guadalajara
198,0.005465875137252632,yin rap group like countri bangladesh center cabo spit crest rapper nightclub
199,0.06472404508359576,tariff compani product import cost price manufactur trade good percent american consum
200,0.008352786526834789,vaccin hunger immun dose striker peopl like say world disord diseas work
201,0.0021972201917033734,festiv event celebr featur boston includ annual citi music street june host
202,0.001698613897080105,oecd burton gere spectat hannon annan fei second day flame vi cooper
203,0.006061789928670397,sorghum daisey micro gaed work agoni say ecstasi use time steve ad
204,0.012408181300393017,xi jinp parti presid leader beij communist power polit leadership term meet
205,0.005952709011925616,space satellit launch rocket orbit program nation station man technolog astronaut plan
206,0.0009356148246380864,pacif cathay shao employe csi swire dragonair dragon order hawaii million melani
207,0.014918925084999623,invest compani foreign say billion execut busi direct firm countri oversea mani
208,0.010453962670439325,school student educ high public privat local tuition enrol intern offici oxford
209,0.0014456409507905446,snowden edward bbc surveil nsa allen contractor american document revel wikileak program
210,0.0011325169363382674,cheney dick liz po claiborn marchionn pruitt eutelsat vice sergio dram mosaic
211,0.11519808535195923,powel fed economi trade feder presid trump cut percent uncertainti reserv jerom
212,0.0101370521615707,labor worker work factori compani condit group employe hour supplier report pay
213,0.008760129611439455,adopt guidelin countri agenc intern say orphanag rule american children requir singl
214,0.006695836952936088,mayor bloomberg citi york reuter news busi michael thomson compani financi event
215,0.0055911660419928535,secur attack hack govern comput hacker intellig offici inform use target data
216,0.0033144129680212904,market schwartz neglig breadth harbing felicia rung investor durham stock limb gallagh
217,0.0014715191618610145,feng shui master societi fairfax nina support fall superstit center brennan chinachem
218,0.0062181028833472995,coin blink redeem bank sasser catalonia lester comptrol catalan spain exchang like
219,0.0029042997182365986,liaon rumsfeld report carrier donald northeastern erickson beij cirino depart critic jingp
220,0.002419303543093845,award prize malaria winner pawlenti nobel work hmong mead olson parasit honor
221,0.006601569454189912,saudi arabia price oil kingdom opec market sinc arabian week global countri
222,0.009776453740598903,import seafood fish food say product export fda shipment antibiot shrimp contain
223,0.037880507099782725,putin russia vladimir russian presid moscow kremlin deal leader countri trade relat
224,0.0016560916081039697,moon lunar mission land nasa space explor mar astronaut program shuttl far
225,0.0008800310146942454,kuok csx gener scmp busi surf yalong pedigre fontain unicef junshan includ
226,0.020863799031477157,news report newspap media daili publish journalist editor editori peopl paper articl
227,0.001648475609703067,roch delphi secondhand citru peppa tamiflu zhuo david includ nation work produc
228,0.0054982947054173495,resal rebalanc peck say lawn hill make stratton brigg number district big
229,0.0012711347583798079,cathol bishop vatican church pope cardin priest govern franci beij offici appoint
230,0.0031385192442700692,nixon burn presid uganda patterson foreign vancouv hous street ugandan offici sperl
231,0.11232308194269192,mexico mexican trade american import export north gutierrez countri job nafta free
232,0.003511857493266508,swap wilson burberri arbitrag launcher cost forc need squadron gravest mayila airmen
233,0.0016989492652160108,santa ferguson hoover niall stanford paradis houthi fellow whatsoev ineffectu make hagerti
234,0.014668975683574326,card credit fallon use debit colbert say watch mean accept check night
235,0.008466265975134007,govern pension financ social offici local money nation privat fund central state
236,0.003407193212261187,googl tiktok schmidt bia byted brin compani pichai ad video execut sergey
237,0.00609695609434545,state secretari offici depart shultz roy senior ambassador washington trip administr meet
238,0.003338732362263601,einstein harrow beij wig say xinyang quayl solicitor wherewith albert pamphlet peopl
239,0.008965119758657486,like cobb american floor look tenor day big work real week make
240,0.00033844025430087676,lang turner plaza emili prodigi erica gardner clara awaken episod fincher asian
241,0.006626319101854912,protest polic demonstr govern peopl citi street sunday march offic crowd ralli
242,0.004001967008601028,militari defens forc pentagon offici navi american missil aircraft naval air command
243,0.013868571034326206,jin liang ha pomfret fairbank stori classmat cultur american life good left
244,0.006444010311676038,cui disabl meyer tiankai peopl govern beij wasteland thubron million want like
245,0.005152881839825614,ethic report compani kushner famili includ busi disclosur govern divest project million
246,0.0027850472722807853,bo gu parti famili xilai wife heywood son accord murder british communist
247,0.0015912843553969127,liu nobel prize peac xiaobo award beij xia govern charter committe wife
248,0.013408211986124838,group govern wa state offici say mong ethnic reappoint bahrain shwe mani
249,0.0031618380372226214,pollut environment air govern beij offici protect environ citi industri factori problem
250,0.0038987938079079252,mao revolut zedong cultur communist red great chairman revolutionari histori guard leap
251,0.0011981308477497221,bat newton ontario caij stamped degroot exchang skype huarong govern biometr maya
252,0.004382236090876385,hwang american consul diplomat depart sound casey symptom abnorm employe work headach
253,0.003770457141407036,hay semioffici million countri almond freeport industri newport export market royc plywood
254,0.010387814212700673,iger zandi world say make gmac like price mundel look think global
255,0.003069045757918334,nike dentsu compani set offer site piec gorgon replac make western way
256,0.007616951051699888,freeman servic joanna like slater capit world economi ndf mean say export
257,0.005908411507927349,law compani foreign rule regul govern commerc busi depart requir restrict offici
258,0.005019816595691256,civil servant guang netcom tiffani pccw say million servic includ widest fo
259,0.002345068710346665,canal nicaragua chatter payrol week trader employ currenc report nicaraguan apr panama
260,0.0022524353523292154,lien soong recount chan shoot chen nationalist jame saturday soochow presid parti
261,0.00015608754339182436,buddhist tibetan monk lama templ tibet monasteri buddhism dalai buddha religi prayer
262,0.010865587477805036,feder repeal nelson trump administr requir protect epa loophol mandela rule court
263,0.0059352356416818,organ group nongovernment nonprofit govern work ngo nation foreign intern mani namibia
264,0.003393069907884982,hong kong leung mainland lam citi beij polit say disappear lau british
265,0.005976785872223497,car auto vehicl maker motor compani sale market ford industri automot automak
266,0.01198335260817738,art artist work museum exhibit contemporari galleri cultur york like curat open
267,0.009911744932501517,canada canadian minist toronto trudeau ottawa prime govern british columbia justin harper
268,0.007159029828771698,countri say burkina beij faso food tri day week american way xintiandi
269,0.0061761815208058795,strike driver taxi govern guizhou shenyang citi offer lanzhou demand pay author
270,0.05876655835126604,deriv million mitsui lan forti loss cao trade incur aron compani bale
271,0.004072993872531362,watt search play pacino time jake preview maxwel travel chang wiggl mamet
272,0.004462592627157243,patrick governor mi mission okada massachusett belaru ipr busi meet note deal
273,0.10754714558438362,china said chines new year servic dow jone articl licens reprint beij
274,0.004571438745982734,ji hawk chiu changhong apex kitti keat american beij sichuan like otter
275,0.0025798268605874445,fiji norton develop econom busi countri includ close rami small region zetsch
276,0.004377583175435181,visa applic appli program foreign countri process requir servic obtain grant resid
277,0.0033465555791637775,saic govern shear brand gac wule affluenc plenari chines central market say
278,0.008476578388524253,parti deng communist leader offici xiaop committe polit central member peopl leadership
279,0.005096264121607742,peng jewish jew mall kaifeng dupont say commun usf synagogu liew honey
280,0.0012281701308292058,seeker ari morsi brotherhood neighbor yao street neighborhood alexa hous arbor man
281,0.00259768744543918,mainten shah lopez rupe obrador middl eric class bellman govern oil deal
282,0.001170185240617373,tianjin explos blast warehous chemic hazard port rui offici compani site guthri
